velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
100-199	s.r.o.	25424297	Sea Clean M.B., s.r.o.	Úklidové činnosti; Maloobchod; Úklidové činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Velkoobchod	aktivní	ano	2000	Liberec	46007	Michal Bína	81290;47;812;6820;00;46	Liberec	2000-12-13
100-199	a.s.	25401670	ASTRA TRANS, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Skladování a podpůrné činnosti pro dopravu; Podpůrné činnosti pro dopravu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Činnosti reklamních agentur; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti	aktivní	ano	1999	Liberec	46312	Martin Podzimek; Petr Hruška; Daniela Přibáňová	00;43120;45200;46900;471;49399;49410;52;52290;6820;73110;772;812	Liberec	1999-04-21
100-199	s.r.o.	25024981	HOKAMI CZ, s.r.o.	Výroba elektřiny z neobnovitelných zdrojů; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba osazených elektronických desek; Výroba ostatních elektrických zařízení; Elektrické instalace; Nespecializovaný maloobchod	aktivní	ano	1997	Liberec	46312	Josef Suska	35110;00;26120;27900;43210;47190	Liberec	1997-09-03
100-199	s.r.o.	25016181	Střední škola Kateřinky - Liberec, s.r.o.	Výroba nábytku; Ostatní ubytování; Cateringové činnosti, poskytování smluvních a ostatních stravovacích služeb; Sekundární odborné vzdělávání v uměleckých oborech; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ano	1997	Liberec	46014	Roman Bečka; Roman Schöler	310;55902;56292;85321;90030	Liberec	1997-02-10
100-199	s.r.o.	25008552	JEŠTĚD, spol. s r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Živočišná výroba; Destilace, rektifikace a míchaní lihovin; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Umělecká tvorba a činnosti v oblasti scénických umění; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	1996	Liberec	46008	David Jiráček; Petr Šmaus	00;01493;11010;46900;471;52;55101;56100;6820;90020;77290	Liberec	1996-09-09
100-199	s.r.o.	17837901	ELITRONIC production s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek a desek; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba elektrických zařízení; Výroba strojů a zařízení j. n.; Ostatní zpracovatelský průmysl; Výroba lékařských a dentálních nástrojů a potřeb; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Počítačové programování, poradenství a související činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Činnosti reklamních agentur; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2023	Liberec	46311	Stanislav Koucký; Roman Kotrč; Jiří Jandák	00;261;265;27;28;32;32500;46900;471;52;620;6820;7112;71209;73110;772;812;82110;952	Liberec	2023-01-01
100-199	s.r.o.	10999761	Work Field s.r.o.	Nespecializovaný maloobchod; Velkoobchod; Výroba pryžových a plastových výrobků; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Činnosti agentur zprostředkujících zaměstnání; Destilace, rektifikace a míchaní lihovin; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Podpůrné činnosti pro lesnictví; Překladatelské a tlumočnické činnosti; Výroba potravinářských výrobků; Opravy a údržba motorových vozidel, kromě motocyklů; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba nožířských výrobků, nástrojů a železářských výrobků; Skladování a podpůrné činnosti pro dopravu; Poskytování ubytování; Výroba skla a skleněných výrobků; Pronájem a správa vlastních nebo pronajatých nemovitostí; Fotografické činnosti; Výroba strojů a zařízení j. n.; Příprava staveniště; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Výroba surového železa, oceli a feroslitin; Výroba konstrukčních kovových výrobků; Výroba ostatních nekovových minerálních výrobků	aktivní	ano	2021	Liberec	46312	Yuriy Popadych	471;46;22;00;78100;11010;016;02400;74300;10;45200;16100;256;52;55;231;6820;74200;28;43120;772;241;251;23	Liberec	2021-06-30
100-199	s.r.o.	08775761	Tark Thermal Solutions s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek; Výroba elektrických zařízení; Výroba strojů a zařízení j. n.; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Administrativní a kancelářské činnosti	aktivní	ano	2019	Liberec	46312	Milan Havlík; Ingo Peper	00;26110;27;28;46900;471;82110	Liberec	2019-12-16
100-199	s.r.o.	08159581	AZFM s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Sběr odpadů, kromě nebezpečných; Demolice a příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Pátrací a bezpečnostní činnosti; Úklidové činnosti; Administrativní a kancelářské činnosti; Poskytování osobních služeb	aktivní	ano	2019	Liberec	46312	Martin Smolař	00;38110;431;46900;471;68310;772;80;812;821;96090	Liberec	2019-05-13
100-199	s.r.o.	07515910	Hengst Air Filtration Czech Republic s.r.o.	Výroba klimatizačních zařízení jiných než pro domácnost; Instalace průmyslových strojů a zařízení; Sběr nebezpečných odpadů; Sběr odpadů, kromě nebezpečných; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba strojů a zařízení j. n.; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2018	Liberec	46312	Howard Samuel Boyer; Vladimír Suchý	28250;33200;38120;38110;71209;7219;00;28;952	Liberec	2018-10-05
100-199	s.r.o.	06268277	McPlace s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Fotografické činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Administrativní a kancelářské činnosti; Činnosti v oblasti sportu j. n.; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ano	2017	Liberec	46001	Romana Kerelová Střelečková	461;46900;471;55109;56100;68310;731;74200;7490;821;93190;93290	Liberec	2017-07-13
100-199	s.r.o.	05561655	UNI-WORK Personal s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba krmiv; Výroba pletených a háčkovaných oděvů; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba papíru a výrobků z papíru; Výroba pryžových a plastových výrobků; Výroba skla a skleněných výrobků; Výroba surového železa, oceli a feroslitin; Výroba kovových konstrukcí a jejich dílů; Výroba elektronických součástek a desek; Výroba strojů a zařízení j. n.; Demolice a příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí; Činnosti agentur zprostředkujících práci na přechodnou dobu a ostatní poskytování lidských zdrojů	aktivní	ano	2016	Liberec	46007	Galyna Kindrat	00;109;141;16100;17;22;231;241;25110;261;28;431;45200;46900;471;68310;78200	Liberec	2016-11-12
100-199	s.r.o.	05193184	ANTOLIN CZECH REPUBLIC s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Výzkum a vývoj; Reklamní činnosti; Specializované návrhářské činnosti; Administrativní a kancelářské činnosti	aktivní	ano	2016	Liberec	46001	María Cristina Blanco Santo Tomás; Sonia Aguilar	00;46900;471;6820;7112;72;731;74100;82110	Liberec	2016-06-24
100-199	s.r.o.	04327250	NORDBEANS s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Zpracování čaje a kávy; Destilace, rektifikace a míchaní lihovin; Velkoobchod s cukrem, čokoládou a cukrovinkami; Velkoobchod s kávou, čajem, kakaem a kořením; Maloobchod s pekařskými a cukrářskými výrobky a cukrovinkami; Maloobchod s potravinami, nápoji a tabákovými výrobky; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Cateringové činnosti; Ostatní vzdělávání j. n.	aktivní	ano	2015	Liberec	46007	Martin Kozel; Karel Kozel; Jaromír Hanzal; Radek Kolombo	00;10830;11010;46360;46370;47240;47290;56100;56210;8559	Liberec	2015-08-19
100-199	a.s.	03231437	PIVOVAR CVIKOV a.s.	Výroba ostatních potravinářských výrobků j. n.; Destilace, rektifikace a míchaní lihovin; Výroba piva; Výroba sladu; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ano	2014	Liberec	46010	Viktor Tkadlec	10890;11010;11050;11060;46900;471;55109;56100;90020	Liberec	2014-07-24
50-99	s.r.o.	64650162	MSV SYSTEMS CZ s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba nožířských výrobků; Výroba kovových výrobků, kromě strojů a zařízení; Výroba elektronických součástek a desek; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba tvářecích a obráběcích strojů na opracování kovů; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Výroba elektřiny z neobnovitelných zdrojů	aktivní	ano	1995	Liberec	46001	Miroslav Krejčík	00;25610;257;261;265;28410;432;35110	Liberec	1995-12-29
50-99	a.s.	64049361	RAVY CZ a.s.	Výroba masných výrobků a výrobků z drůbežího masa; Nespecializovaný maloobchod	aktivní	ano	1995	Liberec	46001	Jiří Mališka; Ivo Najman	10130;471	Liberec	1995-10-11
50-99	s.r.o.	63146746	FCC Liberec, s.r.o.	Podpůrné činnosti pro zemědělství a posklizňové činnosti; Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Odstraňování odpadů bez dalšího využití; Výstavba bytových a nebytových budov; Nespecializovaný maloobchod; Silniční nákladní doprava; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	1995	Liberec	46010	Petr Grof; Petr Antal	016;38;383;4120;471;49410;711	Liberec	1995-07-18
50-99	a.s.	62241672	Teplárna Liberec, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba kovových výrobků, kromě strojů a zařízení; Opravy, údržba a instalace strojů a zařízení; Instalace průmyslových strojů a zařízení; Výroba elektřiny z neobnovitelných zdrojů; Výroba elektřiny z obnovitelných zdrojů; Přenos elektřiny; Distribuce elektřiny; Výroba a distribuce páry; Výroba a distribuce klimatizovaného vzduchu; Výstavba bytových a nebytových budov; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Instalace rozvodů vody, odpadu, topení a klimatizace; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Technické zkoušky a analýzy; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu	aktivní	ano	1995	Liberec	46001	Petr Boukal; Jan Sedláček	00;257;33;33200;35110;35120;35130;35140;35301;35302;4120;432;43220;46900;471;620;6820;69200;71209;772;95220	Liberec	1995-02-13
50-99	s.r.o.	61535699	HACO, spol. s r.o.	Výroba plastových dveří a oken; Výroba kovových výrobků, kromě strojů a zařízení; Výstavba bytových a nebytových budov; Nespecializovaný maloobchod; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Zprostředkování v oblasti nemovitostí; Účetnické a auditorské činnosti; daňové poradenství	aktivní	ano	1994	Liberec	46015	Martin Havlín; Jan Hájek	22230;25730;4120;471;56100;6820;68310;69200	Liberec	1994-09-05
50-99	s.r.o.	61328952	MSV Liberec, s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Výroba elektrických rozvodných a kontrolních zařízení; Výroba zdvihacích a manipulačních zařízení; Výstavba bytových a nebytových budov; Nespecializovaný velkoobchod; Silniční nákladní doprava	aktivní	ano	1994	Liberec	46007	Jiří Kraus; Petr Kraus	25720;27120;28220;4120;469;49410	Liberec	1994-06-30
50-99	s.r.o.	61327336	Bílí Tygři Liberec, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poradenství v oblasti podnikání a řízení podniků; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Činnosti v oblasti sportu	aktivní	ano	1994	Liberec	46007	Lukáš Přinda; Ctibor Jech	461;46900;471;702;731;74;931	Liberec	1994-06-09
50-99	a.s.	61326461	FC SLOVAN LIBEREC a.s.	Nespecializovaný maloobchod; Činnosti reklamních agentur; Nespecializovaný velkoobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Činnosti sportovních klubů; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ano	1994	Liberec	46001	Petra Kania; Tomáš Netopil; Filip Gigal; Zbyněk Štiller	471;73110;46900;00;93120;56100	Liberec	1994-05-31
