velikost	forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
neuv.	s.r.o.	14327091	izy Lizzy s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba oděvů; Ostatní zpracovatelský průmysl; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování ubytování; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2022	Jablonec nad Nisou	46601	Klára Hlaváčková	00;14;32;46900;471;55;772	Jablonec nad Nisou	2022-03-21
neuv.	s.r.o.	14297671	PAKA INVEST s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu	aktivní	ne	2022	Jablonec nad Nisou	46601	Michaela Červenková	00;46900;471;52	Jablonec nad Nisou	2022-02-28
neuv.	s.r.o.	14251299	HYGIENIC SYSTEMS s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin; Úklidové činnosti; Poskytování osobních služeb; Poskytování osobních služeb	aktivní	ano	2022	Jablonec nad Nisou	46804	Martin Schwarz; Jana Schwarz	00;11010;812;96010;96090	Jablonec nad Nisou	2022-02-24
neuv.	s.r.o.	14185181	Dugas s.r.o.	Nespecializovaný maloobchod; Poskytování ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba potravinářských výrobků; Zpracování a konzervování masa a výroba masných výrobků; Destilace, rektifikace a míchaní lihovin; Příprava staveniště; Nespecializovaný velkoobchod	aktivní	ne	2022	Jablonec nad Nisou	46601	Tomáš Duba	471;55;56100;6820;00;10;101;11010;43120;46900	Jablonec nad Nisou	2022-01-24
neuv.	s.r.o.	13984942	Ja-rea invest s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní zpracovatelský průmysl; Shromažďování, úprava a distribuce vody; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Zprostředkování v oblasti nemovitostí; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání	aktivní	ne	2021	Jablonec nad Nisou	46602	Jakub Chvosta	00;32;36000;43120;46900;471;6820;68310;7112;731;772;855	Jablonec nad Nisou	2021-11-16
neuv.	s.r.o.	13966626	mprb s.r.o.	Ostatní vzdělávání; Inženýrské činnosti a související technické poradenství; Specializované návrhářské činnosti; Činnosti reklamních agentur; Umělecká tvorba a činnosti v oblasti scénických umění; Fotografické činnosti; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Počítačové programování, poradenství a související činnosti	aktivní	ne	2021	Jablonec nad Nisou	46602	Radek Nový	855;7112;74100;73110;90020;74200;00;620	Jablonec nad Nisou	2021-11-10
neuv.	s.r.o.	11931213	NA Technology s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba neelektrických spotřebičů převážně pro domácnost; Výroba strojů a zařízení j. n.; Výroba motorových vozidel; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Skladování a podpůrné činnosti pro dopravu; Poskytování ubytování; Pronájem a správa vlastních nebo pronajatých nemovitostí; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.; Poskytování osobních služeb; Úklidové činnosti; Činnosti reklamních agentur	aktivní	ne	2021	Jablonec nad Nisou	46601	Pavel Svoboda	00;16100;251;256;27520;28;29100;43120;46900;471;47790;52;55;6820;82110;855;90020;93190;96090;81290;73110	Jablonec nad Nisou	2021-10-17
neuv.	s.r.o.	11906618	DANĚ JLT s.r.o.	Administrativní a kancelářské činnosti; Ostatní vzdělávání; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Účetnické a auditorské činnosti; daňové poradenství; Reklamní činnosti	aktivní	ne	2021	Jablonec nad Nisou	46605	Lukáš Petříček	82110;855;00;46900;471;69200;731	Jablonec nad Nisou	2021-10-04
neuv.	s.r.o.	11906081	RACIOKONT s.r.o.	Nespecializovaný maloobchod; Účetnické a auditorské činnosti; daňové poradenství; Reklamní činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod	aktivní	ne	2021	Jablonec nad Nisou	46605	Jana Petříčková	471;69200;731;82110;855;00;46900	Jablonec nad Nisou	2021-10-04
neuv.	s.r.o.	11678739	GrapeWay s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin	aktivní	ano	2021	Jablonec nad Nisou	46602	Pavel Rohánek	00;11010	Jablonec nad Nisou	2021-07-20
neuv.	s.r.o.	10982728	Kovo Turnov s.r.o.	Destilace, rektifikace a míchaní lihovin; Výroba konstrukčních kovových výrobků; Výroba zámků a kování; Výroba strojů a zařízení j. n.; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ne	2021	Jablonec nad Nisou	46804	Petr Sušil	11010;251;25620;28;49399;49410;56100	Jablonec nad Nisou	2021-06-24
neuv.	s.r.o.	10947728	EMVER s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ano	2021	Jablonec nad Nisou	46604	Josef Matura; Petra Maturová	00	Jablonec nad Nisou	2021-06-15
neuv.	s.r.o.	10931554	Tess Solutions s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Velkoobchod; Činnosti reklamních agentur; Inženýrské činnosti a související technické poradenství; Nespecializovaný maloobchod; Poskytování osobních služeb	aktivní	ano	2021	Jablonec nad Nisou	46604	Věra Procházková	00;6820;69200;46;73110;7112;471;96090	Jablonec nad Nisou	2021-06-10
neuv.	s.r.o.	10920048	Family Relax s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ne	2021	Jablonec nad Nisou	46606	Jana Kotková	00;46900;471;82110;855;90020	Jablonec nad Nisou	2021-07-01
neuv.	s.r.o.	10843701	RACING BUNNY s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba oděvů; Ostatní zpracovatelský průmysl; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Specializované návrhářské činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti; Poskytování osobních služeb	aktivní	ne	2021	Jablonec nad Nisou	46601	Tereza Blahová	00;14;32;46900;471;52;7112;731;74100;772;82110;96010	Jablonec nad Nisou	2021-05-11
neuv.	s.r.o.	10815015	Eleven Holding, s.r.o.	Počítačové programování, poradenství a související činnosti; Reklamní činnosti; Administrativní a kancelářské činnosti	aktivní	ne	2021	Jablonec nad Nisou	46601	Martin Křenek; Šárka Křenková	620;731;82110	Jablonec nad Nisou	2021-05-02
neuv.	s.r.o.	10764984	Josef Archleb s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Smíšené hospodaření; Výroba potravinářských výrobků; Destilace, rektifikace a míchaní lihovin; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Ostatní zpracovatelský průmysl; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výzkum a vývoj v oblasti přírodních a technických věd; Administrativní a kancelářské činnosti	aktivní	ne	2021	Jablonec nad Nisou	46601	Jan Vokurka	00;01500;10;11010;16100;32;46900;471;49399;49410;6820;721;821	Jablonec nad Nisou	2021-04-15
neuv.	s.r.o.	10764704	Pěnčín Estate s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí; Výzkum a vývoj v oblasti přírodních a technických věd; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Ostatní zpracovatelský průmysl; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Smíšené hospodaření; Výroba potravinářských výrobků; Destilace, rektifikace a míchaní lihovin	aktivní	ano	2021	Jablonec nad Nisou	46601	Jan Vokurka; Lenka Honsová	6820;721;16100;32;46900;471;49399;49410;00;01500;10;11010	Jablonec nad Nisou	2021-04-15
neuv.	s.r.o.	10763520	Certiga s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti	aktivní	ano	2021	Jablonec nad Nisou	46604	Filip Svoboda	00;46900;471;772;812;82110	Jablonec nad Nisou	2021-04-15
neuv.	s.r.o.	10696270	Tipso s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Počítačové programování, poradenství a související činnosti; Reklamní činnosti	aktivní	ne	2021	Jablonec nad Nisou	46602	Jakub Strnad; Michal Gürtler	00;620;731	Jablonec nad Nisou	2021-03-24
neuv.	s.r.o.	10688129	iNATURAE s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba potravinářských výrobků; Výroba chemických látek a chemických výrobků; Výroba skla a skleněných výrobků; Výroba lékařských a dentálních nástrojů a potřeb; Sběr odpadů, kromě nebezpečných; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Výzkum a vývoj v oblasti přírodních a technických věd	aktivní	ano	2021	Jablonec nad Nisou	46606	Martin Moser	00;10;20;231;32500;38110;46900;471;620;721	Jablonec nad Nisou	2021-03-19
neuv.	s.r.o.	09919953	TK-REORG s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba pryžových a plastových výrobků; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba strojů a zařízení j. n.; Výroba motorových vozidel; Výroba dopravních prostředků a zařízení j. n.; Příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Poskytování ubytování; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Reklamní činnosti; Překladatelské a tlumočnické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Poskytování osobních služeb	aktivní	ne	2021	Jablonec nad Nisou	46601	Tomáš Kysela	00;22;251;256;28;29100;309;43120;45200;46900;471;52;55;6820;7112;712;731;74300;772;812;821;855;96090	Jablonec nad Nisou	2021-02-15
neuv.	s.r.o.	09889990	ESC Bau s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Výroba oděvů; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Sběr odpadů, kromě nebezpečných; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti	aktivní	ne	2021	Jablonec nad Nisou	46601	Ertan Cukiq	00;016;14;16100;251;256;38110;43120;46900;471;52;6820;7112;772;812;821	Jablonec nad Nisou	2021-02-04
neuv.	s.r.o.	09777741	TH - servis a garance s.r.o.	Nespecializovaný maloobchod; Výroba nožířských výrobků, nástrojů a železářských výrobků; Poskytování osobních služeb; Výroba konstrukčních kovových výrobků; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Instalace rozvodů vody, odpadu, topení a klimatizace; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí; Úklidové činnosti; Příprava staveniště; Poskytování ubytování	aktivní	ano	2020	Jablonec nad Nisou	46605	Radovan Vávra	471;256;96090;251;772;43220;00;6820;81290;43120;55	Jablonec nad Nisou	2020-12-23
neuv.	s.r.o.	09745602	TERMIL project 21 s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Sběr odpadů, kromě nebezpečných; Výstavba bytových a nebytových budov; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Reklamní činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti; Ostatní vzdělávání	aktivní	ano	2020	Jablonec nad Nisou	46605	Libor Milota	00;38110;4120;43120;46900;471;6820;7112;712;731;772;821;855	Jablonec nad Nisou	2020-12-12
neuv.	s.r.o.	09736581	Fleta s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí; Administrativní a kancelářské činnosti	aktivní	ne	2020	Jablonec nad Nisou	46602	Filip Míka	6820;821	Jablonec nad Nisou	2020-12-09
neuv.	s.r.o.	09725741	Tiskárna Losman s.r.o.	Tisk a činnosti související s tiskem; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ne	2020	Jablonec nad Nisou	46604	Vladislav Losman	181;46900;471	Jablonec nad Nisou	2020-12-03
neuv.	s.r.o.	09697454	Hitshop SuperHity.cz s.r.o.	Administrativní a kancelářské činnosti; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Specializované návrhářské činnosti; Počítačové programování, poradenství a související činnosti; Velkoobchod; Činnosti reklamních agentur; Maloobchod	aktivní	ne	2020	Jablonec nad Nisou	46801	Lenka Bajerová	82110;00;74100;620;46;73110;47	Jablonec nad Nisou	2020-11-25
neuv.	s.r.o.	09692789	To Be Brand s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba chemických látek a chemických výrobků; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Reklamní činnosti	aktivní	ne	2020	Jablonec nad Nisou	46804	Barbora Stránská	00;20;46900;471;731	Jablonec nad Nisou	2020-12-08
